Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10007159,Adult  Nursing  Practice,22000,144
10007159,Animation  and  Games  Art,16000,96
10007159,Artist  Designer  Maker:  Glass  and  Ceramics,16000,101.0
10007159,Automotive  Engineering,25000,64
10007159,Automotive  Engineering  with  Integrated  Foundation  Year,25000,64
10007159,Biochemistry,17000,118.42857142857143
10007159,Biomedical  Science,17000,118.42857142857143
10007159,BioPharmaceutical  Science,19000,108.5
10007159,Childhood  Studies  (0-11  years),21000,0
10007159,Childhood  Studies  (0-11  years),23000,116.375
10007159,Childhood  Studies  with  Integrated  Foundation  Year,23000,118.11111111111111
10007159,Community  and  Youth  Work  Studies,23000,147.0
10007159,Computer  Science,21000,104.33333333333333
10007159,Computer  Science  with  Integrated  Foundation  Year,21000,116.77272727272728
10007159,Computing,21000,135.5
10007159,Computing  with  Integrated  Foundation  Year,21000,116.77272727272728
10007159,Criminology,19000,109.125
10007159,Criminology  with  Integrated  Foundation  Year,19000,109.37837837837837
10007159,Cybersecurity  &  Digital  Forensics  with  Integrated  Foundation  Year,21000,116.77272727272728
10007159,Cybersecurity  and  Digital  Forensics,21000,116.77272727272728
10007159,Digital  Film  Production,17000,96
10007159,Digital  Film  Production  with  Integrated  Foundation  Year,17000,106.0
10007159,Electronic  and  Electrical  Engineering,25000,112
10007159,Electronic  and  Electrical  Engineering  with  Integrated  Foundation  Year,25000,80
10007159,English,16000,97.875
10007159,English  Education  (11-18  years)  with  QTS,22000,96
10007159,English  with  Integrated  Foundation  Year,16000,102.66666666666667
10007159,Exercise  Health  &  Fitness  with  Integrated  Foundation  Year,17000,121.0
10007159,Exercise  Health  and  Fitness,17000,121.0
10007159,Extended  Art  and  Design,16000,101.0
10007159,Extended  Biomedical  Sciences,17000,118.42857142857143
10007159,Extended  BioPharmaceutical  Sciences,17000,118.42857142857143
10007159,Extended  Psychology,17000,113.76470588235294
10007159,Fashion  Journalism,17000,108.85714285714286
10007159,Fashion  Journalism  with  Integrated  Foundation  Year,17000,116.8
10007159,Film  &  Media  with  Integrated  Foundation  Year,17000,106.0
10007159,Film  and  Media,17000,104.57142857142857
10007159,Games  Software  Development,21000,135.5
10007159,Games  Software  Development  with  Integrated  Foundation  Year,21000,116.77272727272728
10007159,Health  and  Social  Care,23000,119.5
10007159,Health  and  Social  Care  with  Integrated  Foundation  Year,23000,118.11111111111111
10007159,Information  Communication  Technology,21000,138.0
10007159,Information  Communication  Technology  with  Integrated  Foundation  Year,21000,116.77272727272728
10007159,Journalism,17000,115.0
10007159,Journalism  with  Integrated  Foundation  Year,17000,116.8
10007159,Law,17000,108.5
10007159,Law  with  Integrated  Foundation  Year,17000,106.34482758620689
10007159,Manufacturing  Engineering,25000,64
10007159,Manufacturing  Engineering  with  Integrated  Foundation  Year,25000,64
10007159,Mathematics  Education,22000,130.64705882352942
10007159,Mechanical  Engineering,25000,100.28571428571428
10007159,Mechanical  Engineering  with  Integrated  Foundation  Year,25000,64
10007159,Media    Culture  and  Communication,17000,106.0
10007159,Media  Culture  &  Communication  with  Integrated  Foundation  Year,17000,106.0
10007159,Media  Production,17000,106.0
10007159,Media  Production  with  Integrated  Foundation  Year,17000,106.0
10007159,Network  Computing,21000,116.77272727272728
10007159,Network  Computing  with  Intergrated  Foundation  Year,21000,116.77272727272728
10007159,Performing  Arts,16000,138.0
10007159,Performing  Arts  with  Integrated  Foundation  Year,16000,119.5
10007159,Pharmacy,19000,112
10007159,Photography  Video  and  Digital  Imaging,16000,96
10007159,Physical  Education  &  Sports  Coaching  with  Integrated  Foundation  Year,17000,121.0
10007159,Physical  Education  and  Sports  Coaching,17000,121.0
10007159,Physics  with  Mathematics  Education,22000,130.64705882352942
10007159,Physiological  Sciences,22000,96
10007159,Primary  Education  (5-11  years)  with  QTS,22000,135.5
10007159,Psychology,17000,106.64516129032258
10007159,Psychology  with  Counselling,17000,112
10007159,Psychology  with  Counselling  with  Integrated  Foundation  Year,17000,113.76470588235294
10007159,Psychology  with  Integrated  Foundation  Year,17000,113.76470588235294
10007159,Public  Health,23000,139.25
10007159,Public  Health  with  Integrated  Foundation  Year,19000,114.67857142857143
10007159,Screen  Performance,16000,119.5
10007159,Social  Media  Management,17000,116.8
10007159,Social  Work,23000,116.28571428571428
10007159,Sociology,19000,101.0
10007159,Sociology  with  Integrated  Foundation  Year,19000,109.37837837837837
10007159,Sport  &  Exercise  Sciences  with  Integrated  Foundation  Year,17000,121.0
10007159,Sport  and  Exercise  Science,17000,96
10007159,Sports  Coaching,17000,121.0
10007159,Sports  Coaching  with  Integrated  Foundation  Year,17000,121.0
10007159,Sports  Journalism,17000,119.5
10007159,Sports  Journalism  with  Integrated  Foundation  Year,17000,116.8
10007160,Accounting  and  Finance,22000,169.7058823529412
10007160,Accounting  and  Finance,22000,169.7058823529412
10007160,Actor  Musician,18000,160
10007160,Aerospace  Engineering,26000,204.85714285714286
10007160,Aerospace  Engineering,26000,204.85714285714286
10007160,Aerospace  Engineering,26000,167.5
10007160,Aerospace  Engineering,26000,167.5
10007160,Automotive  Engineering,26000,180.3548387096774
10007160,Automotive  Engineering,26000,180.3548387096774
10007160,Automotive  Engineering,26000,180.3548387096774
10007160,Automotive  Engineering,26000,180.3548387096774
10007160,Biochemistry,21000,170.0
10007160,Biochemistry,21000,170.0
10007160,Biological  Sciences,20000,144
10007160,Biological  Sciences,20000,144
10007160,Biomedical  Engineering,26000,180.3548387096774
10007160,Biomedical  Engineering,26000,180.3548387096774
10007160,Biomedical  Engineering,26000,180.3548387096774
10007160,Biomedical  Engineering,26000,180.3548387096774
10007160,Biomedical  Sciences,22000,168.88888888888889
10007160,Biomedical  Sciences,22000,168.88888888888889
10007160,Business  and  Retail  Management,24000,163.0
10007160,Business  and  Retail  Management,24000,163.0
10007160,Business  Economics,26000,179.0
10007160,Business  Economics,26000,179.0
10007160,Business  Management,24000,172.41379310344828
10007160,Business  Management,24000,172.41379310344828
10007160,Business  Management  (Entrepreneurship),24000,165.45454545454547
10007160,Business  Management  (Entrepreneurship),24000,165.45454545454547
10007160,Business  Management  (Human  Resource  Management),24000,171.14285714285714
10007160,Business  Management  (Human  Resource  Management),24000,171.14285714285714
10007160,Business  Management  (Marketing),24000,171.25
10007160,Business  Management  (Marketing),24000,171.25
10007160,Chemical  and  Petroleum  Engineering,28000,158.51612903225808
10007160,Chemical  and  Petroleum  Engineering,28000,158.51612903225808
10007160,Chemical  and  Petroleum  Engineering,28000,158.51612903225808
10007160,Chemical  and  Petroleum  Engineering,28000,158.51612903225808
10007160,Chemical  Engineering,28000,170.0
10007160,Chemical  Engineering,28000,154.14705882352942
10007160,Chemical  Engineering,28000,170.0
10007160,Chemical  Engineering,28000,154.14705882352942
10007160,Chemistry,22000,179.33333333333334
10007160,Chemistry,22000,156.5
10007160,Chemistry,22000,156.5
10007160,Civil  Engineering,27000,169.375
10007160,Civil  Engineering,27000,155.25
10007160,Civil  Engineering,27000,155.25
10007160,Civil  Engineering,27000,169.375
10007160,Communication  Systems,25000,187.25
10007160,Communication  Systems,25000,187.25
10007160,Communication  Systems,25000,187.25
10007160,Communication  Systems,25000,187.25
10007160,Computer  and  Internet  Engineering,25000,187.25
10007160,Computer  and  Internet  Engineering,25000,187.25
10007160,Computer  and  Internet  Engineering,25000,187.25
10007160,Computer  and  Internet  Engineering,25000,187.25
10007160,Computer  Science,25000,171.35135135135135
10007160,Computer  Science,25000,171.35135135135135
10007160,Computing  and  Information  Technology,25000,160
10007160,Computing  and  Information  Technology,25000,160
10007160,Creative  Music  Technology,18000,186.0
10007160,Criminology,19000,169.0
10007160,Criminology,19000,169.0
10007160,Criminology  and  Sociology,19000,163.75
10007160,Criminology  and  Sociology,19000,163.75
10007160,Economics,26000,167.5
10007160,Economics,26000,167.5
10007160,Economics  and  Finance,27000,179.75
10007160,Economics  and  Finance,27000,179.75
10007160,Electrical  and  Electronic  Engineering,25000,173.63636363636363
10007160,Electrical  and  Electronic  Engineering,25000,183.5
10007160,Electrical  and  Electronic  Engineering,25000,183.5
10007160,Electrical  and  Electronic  Engineering,25000,173.63636363636363
10007160,Electronic  Engineering,25000,192
10007160,Electronic  Engineering,25000,192
10007160,Electronic  Engineering,25000,181.0
10007160,Electronic  Engineering,25000,181.0
10007160,Electronic  Engineering  with  Computer  Systems,25000,187.25
10007160,Electronic  Engineering  with  Computer  Systems,25000,187.25
10007160,Electronic  Engineering  with  Computer  Systems,25000,187.25
10007160,Electronic  Engineering  with  Computer  Systems,25000,187.25
10007160,Electronic  Engineering  with  Nanotechnology,25000,187.25
10007160,Electronic  Engineering  with  Nanotechnology,25000,187.25
10007160,Electronic  Engineering  with  Nanotechnology,25000,187.25
10007160,Electronic  Engineering  with  Nanotechnology,25000,187.25
10007160,English  Literature,19000,149.0
10007160,English  Literature,19000,149.0
10007160,English  Literature  with  Creative  Writing,19000,150.66666666666666
10007160,English  Literature  with  Creative  Writing,19000,150.66666666666666
10007160,Film  and  Video  Production  Technology,20000,171.66666666666666
10007160,Financial  Mathematics,25000,165.0
10007160,Financial  Mathematics,25000,165.0
10007160,International  Business  Management,24000,166.42857142857142
10007160,International  Business  Management,24000,166.42857142857142
10007160,International  Event  Management,20000,156.85714285714286
10007160,International  Event  Management,20000,156.85714285714286
10007160,International  Hospitality  and  Tourism  Management,20000,162.5
10007160,International  Hospitality  and  Tourism  Management,20000,162.5
10007160,International  Hospitality  Management,20000,160
10007160,International  Hospitality  Management,20000,160
10007160,International  Hospitality  Management,20000,164.16666666666666
10007160,International  Hospitality  Management,20000,164.16666666666666
10007160,International  Politics,21000,170.0
10007160,International  Politics,21000,170.0
10007160,International  Tourism  Management,20000,166.0
10007160,International  Tourism  Management,20000,166.0
10007160,International  Tourism  Management,20000,164.16666666666666
10007160,International  Tourism  Management,20000,164.16666666666666
10007160,Law,20000,156.22222222222223
10007160,Law,20000,156.22222222222223
10007160,Mathematics,25000,144
10007160,Mathematics,25000,176
10007160,Mathematics,25000,176
10007160,Mathematics,25000,144
10007160,Mathematics  with  Statistics,25000,160
10007160,Mathematics  with  Statistics,25000,160
10007160,Mechanical  Engineering,26000,160
10007160,Mechanical  Engineering,26000,160
10007160,Mechanical  Engineering,26000,183.5
10007160,Mechanical  Engineering,26000,183.5
10007160,Media  Studies  with  Film  Studies,19000,162.72727272727272
10007160,Media  Studies  with  Film  Studies,19000,162.72727272727272
10007160,Medicinal  Chemistry,22000,167.5
10007160,Medicinal  Chemistry,22000,167.5
10007160,Medicinal  Chemistry,22000,167.5
10007160,Microbiology,20000,162.14285714285714
10007160,Microbiology,20000,162.14285714285714
10007160,Microbiology  (Medical),20000,162.14285714285714
10007160,Microbiology  (Medical),20000,162.14285714285714
10007160,Midwifery:  Registered  Midwife,22000,144
10007160,Music,18000,172.5
10007160,Music,18000,172.5
10007160,Music  and  Sound  Recording,20000,173.33333333333334
10007160,Nursing  Studies  (Adult  Nursing),22000,161.0
10007160,Nursing  Studies  (Child  Nursing),22000,147.0
10007160,Nursing  Studies  (Mental  Health  Nursing),22000,165.0
10007160,Nutrition,22000,144
10007160,Nutrition,22000,144
10007160,Nutrition  and  Dietetics,22000,172.0
10007160,Paramedic  Science,22000,167.5
10007160,Physics,25000,153.0
10007160,Physics,25000,187.25
10007160,Physics,25000,153.0
10007160,Physics  with  Astronomy,25000,152.33333333333334
10007160,Physics  with  Astronomy,25000,152.33333333333334
10007160,Physics  with  Astronomy,25000,167.82608695652175
10007160,Physics  with  Nuclear  Astrophysics,25000,167.5
10007160,Physics  with  Nuclear  Astrophysics,25000,160
10007160,Physics  with  Nuclear  Astrophysics,25000,167.5
10007160,Physics  with  Quantum  Technologies,25000,167.82608695652175
